experiment_id,condition,participant_id,participant_age,participant_gender,tech_proficiency,ordering_frequency,emotional_state,task_completion_time,error_count,decision_changes,recommendations_shown,recommendations_accepted,recommendation_acceptance_rate,nasa_tlx_mental_demand,nasa_tlx_physical_demand,nasa_tlx_temporal_demand,nasa_tlx_performance,nasa_tlx_effort,nasa_tlx_frustration,nasa_tlx_overall,sus_total,satisfaction_overall,satisfaction_ease_of_use,satisfaction_recommendation_quality,satisfaction_personalization,satisfaction_decision_confidence,satisfaction_enjoyment,satisfaction_return_intention,timestamp
P001_traditional_2,traditional,P001,25,female,intermediate,high,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:29.202388
P001_traditional_3,traditional,P001,25,female,intermediate,high,surprised,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:30.740188
P005_emotion_responsive_1,emotion_responsive,P005,22,male,advanced,medium,stressed,,1,1,4,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:31.333508
P001_traditional_4,traditional,P001,25,female,intermediate,high,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:31.909625
P005_emotion_responsive_2,emotion_responsive,P005,22,male,advanced,medium,neutral,,0,0,6,1,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:34.014724
P001_traditional_5,traditional,P001,25,female,intermediate,high,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:34.774473
P005_emotion_responsive_3,emotion_responsive,P005,22,male,advanced,medium,neutral,,0,0,6,3,0,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:35.281377
P002_emotion_responsive_1,emotion_responsive,P002,23,male,basic,low,happy,,0,0,5,5,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:37.279463
P005_emotion_responsive_4,emotion_responsive,P005,22,male,advanced,medium,happy,,1,0,5,3,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:37.917220
P005_emotion_responsive_5,emotion_responsive,P005,22,male,advanced,medium,neutral,,0,0,5,5,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:39.209681
P002_emotion_responsive_2,emotion_responsive,P002,23,male,basic,low,tired,,0,0,5,5,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:39.645497
P005_traditional_1,traditional,P005,22,male,advanced,medium,tired,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:41.780855
P002_emotion_responsive_3,emotion_responsive,P002,23,male,basic,low,happy,,0,0,4,3,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:42.047887
P002_emotion_responsive_4,emotion_responsive,P002,23,male,basic,low,surprised,,0,0,6,6,0,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:44.255698
P005_traditional_2,traditional,P005,22,male,advanced,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:44.385069
P002_emotion_responsive_5,emotion_responsive,P002,23,male,basic,low,happy,,0,0,5,2,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:45.515804
P005_traditional_3,traditional,P005,22,male,advanced,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:46.683592
P005_traditional_4,traditional,P005,22,male,advanced,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:47.876648
P005_traditional_5,traditional,P005,22,male,advanced,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:49.874579
P006_emotion_responsive_1,emotion_responsive,P006,26,female,intermediate,medium,tired,,0,0,6,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:52.823964
P006_emotion_responsive_2,emotion_responsive,P006,26,female,intermediate,medium,happy,,0,0,4,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:54.384344
P006_emotion_responsive_3,emotion_responsive,P006,26,female,intermediate,medium,neutral,,1,0,4,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:56.864981
P006_emotion_responsive_4,emotion_responsive,P006,26,female,intermediate,medium,tired,,0,1,4,4,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:59.268238
P006_emotion_responsive_5,emotion_responsive,P006,26,female,intermediate,medium,angry,,0,1,5,1,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:00.459628
P006_traditional_1,traditional,P006,26,female,intermediate,medium,tired,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:01.491719
P006_traditional_2,traditional,P006,26,female,intermediate,medium,neutral,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:04.017377
P006_traditional_3,traditional,P006,26,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:07.015637
P006_traditional_4,traditional,P006,26,female,intermediate,medium,tired,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:09.073201
P006_traditional_5,traditional,P006,26,female,intermediate,medium,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:11.866872
P007_emotion_responsive_1,emotion_responsive,P007,27,female,intermediate,medium,neutral,,0,0,4,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:14.685233
P007_emotion_responsive_2,emotion_responsive,P007,27,female,intermediate,medium,surprised,,0,0,7,3,0,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:15.766247
P007_emotion_responsive_3,emotion_responsive,P007,27,female,intermediate,medium,surprised,,1,0,5,3,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:18.466787
P007_emotion_responsive_4,emotion_responsive,P007,27,female,intermediate,medium,angry,,0,1,4,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:20.513688
P007_emotion_responsive_5,emotion_responsive,P007,27,female,intermediate,medium,sad,,0,0,6,4,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:23.159467
P007_traditional_1,traditional,P007,27,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:24.289689
P007_traditional_2,traditional,P007,27,female,intermediate,medium,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:26.138390
P007_traditional_3,traditional,P007,27,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:28.092413
P007_traditional_4,traditional,P007,27,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:30.488804
P007_traditional_5,traditional,P007,27,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:32.546405
P008_emotion_responsive_1,emotion_responsive,P008,27,female,intermediate,medium,stressed,,0,1,4,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:34.607209
P008_emotion_responsive_2,emotion_responsive,P008,27,female,intermediate,medium,tired,,0,0,6,4,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:37.128339
P008_emotion_responsive_3,emotion_responsive,P008,27,female,intermediate,medium,neutral,,0,0,4,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:39.825106
P008_emotion_responsive_4,emotion_responsive,P008,27,female,intermediate,medium,surprised,,0,0,4,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:42.613386
P008_emotion_responsive_5,emotion_responsive,P008,27,female,intermediate,medium,sad,,0,0,5,5,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:44.310119
P008_traditional_1,traditional,P008,27,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:45.723315
P008_traditional_2,traditional,P008,27,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:47.765282
P008_traditional_3,traditional,P008,27,female,intermediate,medium,sad,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:50.705963
P008_traditional_4,traditional,P008,27,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:51.884883
P008_traditional_5,traditional,P008,27,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:53.434729
P009_emotion_responsive_1,emotion_responsive,P009,28,male,basic,low,sad,,0,1,6,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:55.603680
P009_emotion_responsive_2,emotion_responsive,P009,28,male,basic,low,stressed,,0,1,4,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:45:58.543016
P009_emotion_responsive_3,emotion_responsive,P009,28,male,basic,low,happy,,0,0,4,4,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:00.950507
P009_emotion_responsive_4,emotion_responsive,P009,28,male,basic,low,happy,,0,1,6,4,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:02.163992
P009_emotion_responsive_5,emotion_responsive,P009,28,male,basic,low,angry,,0,0,5,4,0,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:03.518820
P009_traditional_1,traditional,P009,28,male,basic,low,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:05.542488
P009_traditional_2,traditional,P009,28,male,basic,low,sad,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:06.973205
P009_traditional_3,traditional,P009,28,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:09.609183
P009_traditional_4,traditional,P009,28,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:12.103594
P009_traditional_5,traditional,P009,28,male,basic,low,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:13.520840
P010_emotion_responsive_1,emotion_responsive,P010,27,female,intermediate,medium,tired,,0,0,4,4,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:15.489680
P010_emotion_responsive_2,emotion_responsive,P010,27,female,intermediate,medium,neutral,,0,0,4,4,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:18.463075
P010_emotion_responsive_3,emotion_responsive,P010,27,female,intermediate,medium,happy,,1,0,5,3,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:20.288235
P010_emotion_responsive_4,emotion_responsive,P010,27,female,intermediate,medium,stressed,,0,0,6,6,0,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:23.203487
P010_emotion_responsive_5,emotion_responsive,P010,27,female,intermediate,medium,surprised,,0,0,4,4,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:24.670973
P010_traditional_1,traditional,P010,27,female,intermediate,medium,stressed,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:27.268787
P010_traditional_2,traditional,P010,27,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:29.158811
P010_traditional_3,traditional,P010,27,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:31.924515
P010_traditional_4,traditional,P010,27,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:33.927397
P010_traditional_5,traditional,P010,27,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:35.003212
P011_emotion_responsive_1,emotion_responsive,P011,30,male,advanced,high,stressed,,0,0,4,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:37.852991
P011_emotion_responsive_2,emotion_responsive,P011,30,male,advanced,high,happy,,0,0,4,4,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:39.543573
P011_emotion_responsive_3,emotion_responsive,P011,30,male,advanced,high,surprised,,0,1,5,4,0,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:42.375454
P011_emotion_responsive_4,emotion_responsive,P011,30,male,advanced,high,neutral,,0,0,5,4,0,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:43.997041
P011_emotion_responsive_5,emotion_responsive,P011,30,male,advanced,high,sad,,0,0,5,2,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:45.942342
P011_traditional_1,traditional,P011,30,male,advanced,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:47.201998
P011_traditional_2,traditional,P011,30,male,advanced,high,stressed,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:49.509560
P011_traditional_3,traditional,P011,30,male,advanced,high,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:52.512913
P011_traditional_4,traditional,P011,30,male,advanced,high,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:54.247409
P011_traditional_5,traditional,P011,30,male,advanced,high,happy,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:56.131826
P012_emotion_responsive_1,emotion_responsive,P012,24,female,intermediate,medium,stressed,,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:57.991179
P012_emotion_responsive_2,emotion_responsive,P012,24,female,intermediate,medium,angry,,0,0,4,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:46:59.169185
P012_emotion_responsive_3,emotion_responsive,P012,24,female,intermediate,medium,sad,,0,1,5,3,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:00.853139
P012_emotion_responsive_4,emotion_responsive,P012,24,female,intermediate,medium,neutral,,1,0,5,5,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:02.908295
P012_emotion_responsive_5,emotion_responsive,P012,24,female,intermediate,medium,surprised,,0,0,6,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:05.072204
P012_traditional_1,traditional,P012,24,female,intermediate,medium,surprised,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:07.489658
P012_traditional_2,traditional,P012,24,female,intermediate,medium,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:08.738590
P012_traditional_3,traditional,P012,24,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:10.439179
P012_traditional_4,traditional,P012,24,female,intermediate,medium,neutral,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:12.871358
P012_traditional_5,traditional,P012,24,female,intermediate,medium,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:14.795903
P013_emotion_responsive_1,emotion_responsive,P013,25,female,intermediate,high,sad,,0,0,5,4,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:16.370405
P013_emotion_responsive_2,emotion_responsive,P013,25,female,intermediate,high,angry,,0,0,5,2,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:18.714241
P013_emotion_responsive_3,emotion_responsive,P013,25,female,intermediate,high,surprised,,0,0,4,3,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:47:21.648520
